	data	label	label_id
15935	"From: galen@picea.CFNR.ColoState.EDU (Galen Watts)
Subject: Re: Suggestions  on Audio relays ???
Nntp-Posting-Host: storm.cfnr.colostate.edu
Organization:  Colorado Concert Sound
Lines: 25

In article <1993Apr20.102756.1709@mala.bc.ca> wagner@mala.bc.ca (TOM WAGNER, Wizzard of old Audio/Visual Equipment........Nanaimo Campus) writes:
>In article <C5r60r.4ID@megatest.com>, alung@megatest.com (Aaron Lung) writes:
>> In article <C5qsBF.IEK@ms.uky.edu> billq@ms.uky.edu (Billy Quinn) writes:
>>>I built a little project using the radio shack 5vdc relays to switch
>>>audio.  I got pretty bad 'clicks' when the thing switched.  I was doing
>>>My question is:
>>>	Is there a good relay/relay circuit that I can use for switching
>>>audio, so that there will be *NO* noise of any kind on the audio lines.
>> 
>> Are you switching high level signals or low level signals like pre-amp
>A novel circuit I used to build was a primitive ""optical isolator"".. It consists
>of a resistive photocell and a lamp, all packaged in a tube.  When the lamp is
>off the cell is high resistance.  Turn the lamp on and the resistance lowers

I use an H11F1   FET optoisolater to switch microphone level signals.
There is no click, since I put a .1uF cap across the LED.  Distortion
measurement are very low with mic level, and they went up to 0.03% at a
+ 14 dB line level.  All I did was put the FET in series with one leg
of the balanced line.  No hums, pops, just audio jumping out of silence.
The FET runs about 100 million ohms with the LED dark and drops to 150-200
ohms with it on.

Hey, it works, and works well.
Galen Watts, KF0YJ

"	sci.electronics	12
13859	"From: dalibor@cip.informatik.uni-erlangen.de (Stefan Dalibor)
Subject: Re: Too fast
Organization: CSD., University of Erlangen
Reply-To: dalibor@immd3.uni-erlangen.de
NNTP-Posting-Host: faui00g.informatik.uni-erlangen.de
Lines: 85

jimf@centerline.com (Jim Frost) writes:

>There are a few things to keep in mind about Europe, since you brought
>it up.  My Autobahn knowledge is admittedly second-hand, but I believe
>the following to be true:

My knowledge about driving in the U.S. is also second-hand, but I think I can
correct your statements about our Autobahn:

>1. Drivers are much better disciplined in Europe than they are here.

Oh yeah, that would be paradise... in fact, you can forget it. From all I've
heard from my U.S. relatives, drivers esp. here in Germany are much more agg-
ressive, but not disciplined. One of my relatives, a L.A. resident, hired a car
at the Nuernberg airport and went about 18 miles to our home. He said then that
he grew about 1 year older during this ride and swore he'd never drive a car in
Germany again (this was in 1982 and he kept his promise - the situation now is
even worse as effect of the increased volume of traffic).
What you mean by `better disciplined' should perhaps be considered `cautious due
to fear': 
When driving around here, you always *have* to take into consideration that the
majority of the other drivers absolutely relies on you: They expect that nobody
fails or sleeps; many of them exploit this by driving as fast as their car can
go (of course only where that is allowed, you might think - dream on :).
So any mistake you make is a very high risk to your health - and if you're ex-
posed to such a situation from your very first day as a driver, you learn to
handle it - or you lose... 
That's the way I and most people I know experience our traffic situation - 
whether you think this is pleasant or efficient is up to you; I think we handle
a very high volume of traffic and that at high speeds with modest (compared to
the volume) and decreasing rates of lethal accidents - OTOH, more and more
people (esp. women) dislike driving (because they feel overtaxed and threatened)
and each accident is one accident too much.

>2. The roads comprising the Autobahn are much better designed than
>   they are here, and usually include animal fences.  This makes them
>   far more predictable than most US highways.

Better designed and maintained, may be - but animal fences are very rare. Auto-
bahnen and many other streets have guard-rails (I hope that's the right word - 
a plank made from thick steel sheet fixed on uprights; it's about 2 feet high);
those guard-rails are designed for keeping vehicles on the road. Smaller animals
can crawl under the plank, bigger ones can easily jump over it. The point is
that esp. larger animals are very rare in Germany; they tend also to be very
timid. Accidents caused by animals are a neglegible danger.

>3. Not all of Europe is the Autobahn.  Most places in Europe have
>   speed limits that aren't out-of-line with what we used to have in
>   the US -- if my friends weren't lying to me they're typically not
>   much higher than 120km/h.

You're right (there are speed linits even on the major part of the Autobahn) -
but the attitude towards driving (see above) seems to be very similar to that
in Germany (I've been in France, Switzerland, Italy, Austria, Spain, Belgium,
the Netherlands) - besides that, you really can't rely on the residents abiding
the local speed limits. I've got quite a lot of practise (~120k miles) and I'm
used to travel at 130 mph (FYI, with a car even smaller than a rabbit), but I
consider driving on the highways round Paris or Milano really a thrill...

>I strongly suspect you won't find a lot of Rabbit owners doing 120mph
>(nearly 200km/h) on the Autobahn, but I could be wrong. ...

Sorry, but you'll find quite a lot rabbit-class-car (or even smaller, mine is a
Peugeot 205) owners going that fast; small cars with much HP are very `hip' over
here - and most people buying such cars aren't afraid to let them run.

>                                                      ...  Some people
>have no respect for their own lives.

I disagree; the size or weight of a car is rather irrelevant. Formula-1 cars
weigh less than 700 kg and the drivers have a chance to survive accidents at
130 mph or higher - OTOH when crashing against a solid object at 130 mph,
it makes no difference whether you sit in a Porsche, a Mercedes, a tank or on
a bicycle: Your're dead.

Bye,
Stefan
---
Stefan Dalibor (dalibor@immd3.uni-erlangen.de)
--------------------------------------------------------------------------
""...And now for the next case in Kangaroo Court, I accuse you of being the
reincarnation of Adolf Hitler.  I don't think that mere denials will be
sufficient -- you will have to submit to examinations by a parapsychologist
that I personally select...""
Perry Metzger (pmetzger@shearson.com) in Article 2074 in news.admin.policy
"	rec.autos	7
272	"From: jim@specialix.com (Jim Maurer)
Subject: Re: The U.S. Holocaust Memorial Museum: A Costly and Dangerous Mistake
Organization: Specialix Inc.
Lines: 25

arf@genesis.MCS.COM (Jack Schmidling) writes:

>In article <C5ut1s.3xA@bony1.bony.com> jake@bony1.bony.com (Jake Livni) writes:
>>through private contributions on Federal land"".  Your hate-mongering
>>article is devoid of current and historical fact, intellectual content
>>and social value.  Down the toilet it goes.....
>>

>And we all know what an unbiased source the NYT is when it comes to things
>concerning Israel.

>Neither the Times nor the trained seals who have responded thus far seem to
>recognize the statement that these ""private funds"" were all tax exmpt.  In
>otherwords, American taxpayers put up at least 30% of the money.  And
>finalyy, how does ""Federal land"" mitigate the offensiveness of this alien
>monument dedicated to perpetuating pitty and the continual flow of tax money
>to a foreign entity?

>That ""Federal land"" and tax money could have been used to commerate
>Americans or better yet, to house homeless Americans.

The donations are tax deductible like any donations to a non-profit
organization.  I've donated money to a group restoring streetcars
and it was tax deductible.  Why don't you contribute to a group
helping the homeless if you so concerned?
"	talk.politics.mideast	17
2522	"From: snichols@adobe.com (Sherri Nichols)
Subject: Re: Let's Talk Phillies
Organization: Adobe Systems Incorporated
Lines: 16

In article <1993Apr15.232551.14817@leland.Stanford.EDU> eechen@leland.Stanford.EDU (Emery Ethan Chen) writes:
>One phrase for you....FUCK YOU!!!!
>Thanks.

Perhaps it's time to start rec.sport.baseball.graffiti, where the kiddies
can go yell taunts and insults at each other and leave the rest of us in
peace.  

Sherri Nichols
snichols@adobe.com






"	rec.sport.baseball	9
3480	"From: steve@titan.tsd.arlut.utexas.edu (Steve Glicker)
Subject: 2 5V 200A Power Supplies f/$150.00 each + shipping
Nntp-Posting-Host: rooster
Organization: Applied Research Labs, The University of Texas at Austin
Distribution: misc
Lines: 13

Two LH Research SM11-1 power supplies (SM10 series).

1000W, 5V, 200A (currently wired for 115VAC).

Control lines: +/- sense, on/off, pwr. fail, high/lo margin, current monitor.

They both work!

(List price from LH Research is $824.00 f/ qty. 1-9).

Asking $150 each + shipping.

-steve
"	misc.forsale	6
16184	"From: tjz6624@zeus.tamu.edu (ZINGALE, THOMAS J)
Subject: Re: 86 chevy sprint
Organization: Texas A&M University, Academic Computing Services
Lines: 51
Distribution: world
NNTP-Posting-Host: zeus.tamu.edu
News-Software: VAX/VMS VNEWS 1.41    

In article <wfnMBJG00WBOE3L2c0@andrew.cmu.edu>, Srinagesh Gavirneni <sg48+@andrew.cmu.edu> writes...
>I have a 86 chevy sprint with a/c and 4doors. It's odometer turned 90k
>and the sensor light started blinking. I went to the dealer and he said
>it was a maintenance light saying I need to change the Oxygen sensor. He
>said, It is to be changed every 30k, but since I bought the car when it
>had 77k, I don't know if the same thing happened at 30k and 60k.  He
>quoted $198 for the part and $50 to install it. The part cost $30
>outside, but the mechanic I went to could not fix it saying the sensor
>is placed too deep in the engine parts. He suggested I wait till it
>malfunctions before I do anything.  If anyone out there owns a chevy
>sprint, I want to know how they got their Oxygen sensors changed. Also,
>did you face any problem with fixing it without the dealer's help. Also,
>what are the results of the oxygen sensor malfunction. 
>  Any help would be greatly apprecisted
>   Thanks

>      Nagesh
I have owned my Sprint from the beginning and that sensor light comes on every
30K to let you know it's time for a check up.  When that light goes on, I just
take it to the delaer tell them ""It's that time"" and they work on it for 4 hou
and you pay $5 for parts and $100 for labor. (Ahh...what they get for labor)
I currently have about 95K on my Sprint and of all the times I took it in for
service, I never say on the payment sheet anything about the replacement of the
Oxygen sensor.  What the heck is an Oxygen sensor?  As far an I know of, I have
never had that thing replaced in my car and the car is purring like a kitten.
Now, I don't have a/c (Mother Nature does that for me :-) ) and that might have
something to do with it, but I still never heard of an Oxygen sensor.  The only
MAJOR service job I have had on my car (besides getting the tires replaced
if you want to call that a service job) was getting the Rotor, Distributor and
Gasket replaced.  And that was all done within the past 2 months.  

What I do at 30K is have a good tune-up, let them replace what ever they need
to, pay the bill (about $125) and go home and don't worry about the car for
another 30K.  Oh, I just remembered something.  If that little sensor light
bothers you, in the fuse box right below the turn-signal lever up against
the dash, there is a swith on the right side.  Flip that switch and the light
will go off.  I do that so that little light won't annoy me.  If you can't
find it, look it up in the car manuel.  I hope that I have helped a little
and good luck with the _Oxygen sensor_?

				- Thomas -

******************************************************************************
*  E-Mail Address: 		  *  ""Give me an an army of West Point,      *
*	TJZ6624@ZEUS.TAMU.EDU	  *   graduates and I'll win a battle...     *
*				  *   Give me a handful of Texas Aggies,     *
*  ""Creator of MOT POWER!""	  *   and I'll win a war.""                   *
*				  *	  - Gen. George S. Patton            *
******************************************************************************


"	rec.autos	7
17342	"From: jodfishe@silver.ucs.indiana.edu (joseph dale fisher)
Subject: Re: tuff to be a Christian?
Organization: Indiana University
Lines: 59

In article <Apr.17.01.10.58.1993.2246@geneva.rutgers.edu> mdbs@ms.uky.edu (no name) writes:
>bissda@saturn.wwc.edu (DAN LAWRENCE BISSELL) writes:
>
>>	I don't think most people understand what a Christian is.  It 
>>is certainly not what I see a lot in churches.  Rather I think it 
>>should be a way of life, and a total sacrafice of everything for God's 
>>sake.  He loved us enough to die and save us so we should do the 
>
>	Typical statement from an irrational and brainwashed person.
>The bible was written by some male chavnist thousands of years ago
>(as were all of the ""holy"" books). Follow the parts that you think are
>suitable for modern life. Ignore the others. For heaven's (!) sake don't
>take it literally.

Please, leave heaven out of it.  For his own sake, I pray that Dan does
take it literally because that's how God intended it to be taken.  Dan,
your view of many groups appears correct from my point of view.
However, I have found a group which is truly meeting requirements laid
down by the Bible on what it means to be a disciple of Jesus.  I have no
clue where wwc is, but please mail me.  I'd really like to get you in
touch with them.

>
>>same.  Hey we can't do it, God himself inspires us to turn our lives 
>>over to him.  That's tuff and most people don't want to do it, to be a 
>				^^^^^^^^^^^^^^^
>>real Christian would be something for the strong to persevere at.  But 
>
[insert deletion of ranting about other religions which obviously has
gone off-center of Dan's original context]

Dan, I'm familiar with this one.  You've got a point, though.  There are
some who don't want to turn over everything and be a disciple, some have
no clue about it because they've not been taught, some have done exactly
that and turned over everything to follow Jesus, some are blocked by
difficult doctrine taught by uncaring Pharisees and teachers of the law.
However, Jesus pointed out what it takes to follow him and to be his
disciple in Luke 9:23-26 and Luke 14:25-33.  My question is:  why do
people ignore the command and treat it as optional?  I certainly don't
have an answer to this.

[insert deletion]

>	Parting Question:
>		Would you have become a Christian if you had not
>been indoctrinated by your parents? You probably never learned about
>any other religion to make a comparative study. And therefore I claim
>you are brain washed.

My parents had nothing to do with it.  God had and has everything to do
with it.  As for these attacking responses, I must say that I disagree
with your tone and what appears to be some very judgmental statements
(possibly to the point of slander) when talking about people, not what
they do.  Please, if you have a response, state it instead of flying off
the handle on some discourse which may have nothing truly to do with
what is being discussed.  I'm sure both Dan and I would have a much
happier time with your responses.

Joe
"	soc.religion.christian	15
18649	"From: noel@chaos.cs.brandeis.edu (Noel Rappin)
Subject: Re: USA McWeekly Stats
Organization: Brandeis University
Lines: 61

<RVESTERM@vma.cc.nd.edu> writes:

[Some discussion about whether Elias is money grubbing deleted]

>funny, it seems to me that the stats major league and minor league handbooks,
>which are nothing BUT collections of statistics, are authored by ""bill james
>and stats inc. (and howe, for the minor league handbook)"".

>and i am not sure how the 1993 bill james player ratings book qualifies
>as a ""book with statistics"", while the elias analyst is a ""statistics book"".
>the analyst contains more stats, sure, but it also contains more dialogue.

>finally, the point was not about the word ""statistics"".  it was about
>""money-grubbing"".  i don't see how anyone who has looked at the bill
>james player ratings book cannot consider him money-grubbing.

>bob vesterman.

Some thoughts and facts,

1.)  Bill James is a partial owner of STATS, inc.  However he has almost
nothing to do with the day-to-day operations of the company, although he
does have significant input into the design of the books that bear his name.
(The handbook, but not the scoreboard).  To the best of my knowledge, the
only things that Bill actually writes for STATS are the predictions section
of the handbook, and the Bill James Fantasy Baseball rulebook.

2.) The debate over Elias goes way back.  Bill James' early stuff was hampered
by the fact that Elias would not give access to their stats at any price.
Project Scoresheet, and later, STATS were founded to fill this void.  You
can call STATS, and ask them for a report on just about anything in their
database, and they will provide it -- for a price, of course.  Or you could
just log into their online system and look at the data yourself.  Having
attempted to pry numbers from Elias in the past (football, not baseball), they
just don't do that.  In STATS eyes, the high ground comes from making the
information available at all.

3.)  That being said, I'm pretty dissapointed by Bill's book this year, too.
I am given to understant that it was mostly a response to the publishers 
desire to have the book come out sooner than April.

Hope this makes things just a little bit clearer.

(Bias alert.  I am a former part-time employee of STATS.)

Noel Rappin
noel@chaos.cs.brandeis.edu














"	rec.sport.baseball	9
298	"From: snail@lsl.co.uk
Subject: MOTIF & X on Windows NT
Organization: Laser-Scan Ltd., Cambridge
Lines: 16

In article <1993Apr7.044749.11770@topgun>, smikes@topgun (Steven Mikes) writes:
> Another company, Congruent Corporation of New York City, has also ported Xlib
> Xt and Motif 1.1 over to MS Windows NT, which provides full client development
> for X applications in an NT environment.

Could someone please send me the postal and email address of
Congruent Corporation (and any competitors they may have).

Thank you.
-- 
snail@lsl.co.uk      

""Washing one's hands of the conflict between the powerful and the powerless
 means to side with the powerful, not to be Neutral.""
                                                     Quote by Freire.
                                                     Poster by OXFAM.
"	comp.windows.x	5
1585	"From: JBF101@psuvm.psu.edu
Subject: same-sex marriages
Organization: Penn State University
Lines: 17

There has been some talk recently of Latin rites from the early Church used to
bless same-sex unions.If anyone has any idea where copies of these rites
exist (in whole or in part), please notify me by e-mail.  (I understand that
similar ceremonies written in Slavonic exist as well.  Let me know where I can
find these.)  It doesn't matter whether the Latin rite is in the original or a
translation.  However, I would prefer to have an English version of the Slavon-
ic rite, if it exists.  Thanks in advance.

Doug Hayes @ PSU

[We've had questions about this in the past.  The only source I know
of is claims by John Boswell in some talks.  He is said to be working
on publication, but as far as I know, nothing is published yet.  I
haven't heard of any other source.  If anyone knows of another source,
please tell us.  But I think we're going to have to wait for Boswell's
publication to appear in order to see what he's really talking about.
--clh]
"	soc.religion.christian	15
5009	"From: L629159@LMSC5.IS.LMSC.LOCKHEED.COM
Subject: Re: Boom! Hubcap attack!
Organization: Lockheed Missiles & Space Company, Inc.
Lines: 30

From: speedy@engr.latech.edu (Speedy Mercer)

I was attacked by a rabid hubcap once.  I was going to work on a Yamaha
750 Twin (A.K.A. ""the vibrating tank"") when I heard a wierd noise off to my
left.  I caught a glimpse of something silver headed for my left foot and
jerked it up about a nanosecond before my bike was hit HARD in the left...

(Rest deleted)

Anyone else had this sort of experience?

 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----

                          Stolen Taglines...
              * God is real, unless declared integer. *
            * I came, I saw, I deleted all your files. *
         * Black holes are where God is dividing by zero. *
        * The world will end in 5 minutes. Please log out. *
       * Earth is 98% full.... please delete anyone you can. *

   Actually, hubcap attacks are fairly common, most cagers being too
   incompetant to reinstall them properly after changing tires, or
   to check them after collisions.  Luckily, few are as heavy as the
   one that got you.

Al Moore  DoD  734

Don't forget the immortal

        * swap file read error:  you lose your mind. *
"	rec.motorcycles	8
8880	"From: c23st@kocrsv01.delcoelect.com (Spiros Triantafyllopoulos)
Subject: funny car taxes (was Re: Market Access)
Organization: Delco Electronics Corp.
Distribution: na
Lines: 20

In article <1r5acf$nh1@agate.berkeley.edu> robohen@ocf.berkeley.edu (Henry Robertson) writes:
>Keep in mind that owning any car in Korea is a luxury that only the ruling
>class can afford.  Every government agency worth its salt finds some reason
>to levy a tax on car ownership; last I heard, there were seven different
>fees to pay to own a car.  

We used to have a tax in Greece named after the Queen's Mother. The Queen
left (Monarchy was abolished) but the tax stuck...

Similar single purpose taxes have stuck (i.e. to help the victims of 
the earthquake of 19XX, build the Metro)

ObMoralConclusion: next time someone proposes a car tax or gasoline tax
promising it's temporary, it AIN'T. 

Spiros
-- 
Spiros Triantafyllopoulos                    c23st@kocrsv01.delcoelect.com
Software Technology, Delco Electronics       (317) 451-0815
GM Hughes Electronics, Kokomo, IN 46904      ""I post, therefore I ARMM""
"	rec.autos	7
589	"From: bell@plains.NoDak.edu (Robert Bell)
Subject: Honda Civic/Saturn SL1 Info needed
Distribution: na
Expires: Fri, 7 May 1993 04:00:00 GMT
Nntp-Posting-Host: plains.nodak.edu
Organization: North Dakota Higher Education Computing Network
Lines: 17

To anyone with experience about Honda Civic (EX or DX) or Saturn SL1:

I would be interested in knowing how reliable these cars are, how expensive
they are to own and operate (parts, maintenance, gas, insurance), if the
dealers are good, and if they actually live up to their economy image.

Another question:  what would I expect to pay for a Civic EX coupe with
automatic, air, and an AM/FM radio?

Mail to the address below or post to this group.

Thanks, 

Rob

bell@plains.nodak.edu

"	rec.autos	7
18420	"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: >>>>>>Pompous ass
Organization: California Institute of Technology, Pasadena
Lines: 226
NNTP-Posting-Host: lloyd.caltech.edu

<MVS104@psuvm.psu.edu> writes:

>>Many people would probably think (especially if the fanatics propogandized
>>this) that this was a conflict between the atheists and the religious.
>>Many would get the impression that we were trying to outlaw religion, if
>>we contintue to try to remove all things with a religious reference.
>That's not what the people I've asked think. Perhaps you would be right
>if you said the fundamentalists would think this way; after all, they think
>they are being oppressed when they are not allowed to oppress. However,
>you have not shown where you get this idea that 'many' people would
>'probably' think it's atheism vs. religion, winner take all. As far as I can
>tell, it is your groundless prediction that this will happen.

But you haven't taken into the account of propoganda.  Remember, if you
asked Germans before WWII if the Jews shoudl be slaughtered, they would
probably answer no, but, after the propoganda machine rolled through, at
least some were able to tolerate it.

You see, it only takes a small group of fanatics to whip up a general
frenzy.

>>THe propoganda machines have been in gear over a number of issues, including
>>abortion and gays...  look at some of the things that have happened.
>Well, so far they have passed one amendment, which is currently under
>intense scrutiny, and they have failed to outlaw abortion, which is their
>prime goal on that issue. Yep, they seem sooo effective. Sure.

Well, they haven't managed to outlaw abortion due to the possible objectivity
of the courts.  But, they have managed to create quite a few problems for
people that wanted to have an abortion.  They could create similar problems
for us.  And, it could be worse.  They can try to stop abortions by blocking
clinics, etc., but imagine what they'd have to do to stop atheism.

>>>>Besides, the margin of error is very large when you only talk to two people.
>>>Better than your one, that is, your opinion. Also, I have branched
>>>out and the informal survey is up over half a dozen now.
>>And, what have they said?  Were you questions unbiased?
>Keith, you would claim that my questions are biased the minute I posted
>them, because the answers agreed with me. Everyone I have asked about
>the possible removal of the motto (the christian portion) has expressed
>regret about its loss, because they like it. However, when it is pointed
>out to them that a new motto will not be in the works, none have expressed
>the desire to rape, murder, pillage, etc., which you have basically claimed.

So, you are able to convince them individually, but could you convince a
whole room of them?  A whole nation?

>As for the atheist portion (I know some around here), they have all
>expressed disgust with the motto. Some noted being harassed by christians
>who used the motto to try to seem justified. And all would see it gone.

Yes, I'd be glad if it were gone to.  I've never supported it.  However,
I think that it is a minor problem that can be easily ignored, contrasted
with what *could* happen (an what may be likely).

>>Which Christians designed the motto?  Does the motto say anything about
>>Jesus?  Why do you think that it refers *only* to Christians?
>Christians wrote it; christians think that their religion is right, and
>all others are wrong; therefore, why would they 'include' other religions
>in the realm of being correct? I doubt that any other religions were meant
>to be included.

Well, I am not clear on the religious convictions of Francis Scott Key (the
motto can be attributed to him), but it is at least clear that he believed
in a god.  And, surely there are a few Christians that think as you say,
but I don't think that most do.  Do you think that all Christians actively
despise other religions?  Most that I have met haven't and don't do so.

>>>No christian
>>>that I have queried thinks it means anything but them, and only them.
>>Why not ask some people of other faiths?
>Sorry, I would, but christianity is just so awfully popular around here.
>Suppose you could ask a few people?

Well, I have asked a Hindu, Moselem, and a few Jews, and all of them think
that it is applicable to them.  Of course, I can't say that these people
(just some that I know pretty well) are accurate representations of their
faiths.

>>It is always a good idea to assume that there were dissenting views on any
>>given issue.  You are assuming that all the views were the same, and nothing
>>leads to this conclusion.
>Without evidence to the contrary, I doubt that there were dissenting
>opinions. You claim there were. Provide some evidence for your assertion.

Well, I'd really like to, and I've tried, but I really don't know where to
get access to _Congressional Records_ from the 1950's.  Can anyone help
out here?

>Comparing christians to Nazis? Interesting.

Only in the sense that neither can probably convinced to change their beliefs.

>>>>No, again, the motto on the money doesn't cost you anything extra.  However,
>>>>if you abolished the motto, we'd all have to pay to have all the dies and
>>>>plates redone.
>>>Like people paid before to get them changed to have the motto on them.
>>You now need to show that there is a good reason to change everything again.

>... Also, I doubt that they use th3
>same plates for more than a year's printing; this would make it easy
>to remove the motto (simply make next year's plates without it). Your
>claim, evidently, is that they will have to pay extra somewhere.
>Provide some evidence for this assertion.

So, are you saying that they redesign the plates each year?

Anyway, your whole argument (conveniently deleted I see) was that the motto
somehow costs us all a lot of money.  This is just not correct.

>>The ones I read didn't mention anything about Jesus.  I think the issue was
>>concerning the distinction between religion and not.
>How could it be between religious and not religious? The motto
>refers to god; it is a religious motto. The question is whether or
>not it is only christian. You say it is more. I doubt this. Provide
>some evidence for this assertion.

That is to say, the religion of this country, and the non-religion of
the USSR.  That was what most of those quotes were about, and some included
all atheists, in general, as well.  I don't think that any of the quotes
(although I seem to have lost them) mentioned anything at all about Jesus.
They advocated religion over non-religion.  A specific religion was not
mentioned.

>>You have missed this point.  I said that the motto didn't say anything
>>about anyone in particular.  That is, the motto doesn't imply anything
>>about *your* particular beliefs.  It doesn't say that everyone trusts
>>in some form of god, only that the nation on the whole does.
>We have been through this before. It's obvious it does not include me;
>this much is beyond doubt. Your claim, again, is that the motto refers
>to more than christians. Based on the facts that christianity says all
>other religions are wrong, and because it seems that the motto was
>written by christians, I doubt your claim.

So, you are saying that all Christians must believe that all other religions
should be outlawed, just because they think they are wrong?  That's silly.
I think the Flat-Earthers are wrong, but I don't advocate their banishment.

>[...]  Based on this idea I doubt that any additional expense would
>even be incurred by removing the motto. Provide some evidence for your
>claim that it would.

I think that any such cost would be insignificant.  I mentioned the slight
cost because you said that the motto was costing us a lot of money by
being on our currency.

>Disregarding the digression of the other motto...If it is used for
>harassment, and no other purpose has been found for it, why should
>it not be removed?

Well, mottos in general don't really have purposes...  I don't think it
should be removed because I think the benefit would be outweighed by the
consequences.

>>And do you know what the vote was?  Were there other opinions?  Do you
>>think that the main reason the motto was required by law was to bother
>>atheists?  Do you think that this is what the majority of congress at
>>the time had in mind?  If you do, then show why.
>Again, it is the opinion of the people who put it there that I am
>concerned with.

Then you should be concerned with the opinion of the entire congress.

>Again, it is not necessary that the complete majority
>shared the purpose of confronting 'godless Communism' with this motto.

Why not?  It is the majority that put it there.

>>The general public probably does not know about the anti-atheist intent
>>of a few people in the 50's either.
>I daresay more people remember the 50's than the time when Key wrote
>the anthem.

But do they remember the debate surrounding the motto?  Do they remember
that some people intended it to be a message against atheists?  Why don't
you include this in your little survey that you were conducting?

[...]
>You claim here that scientists would believe someone's claims. I doubt
>this. Provide evidence for your assertion.

What?  Should I ask some scientists the probability that something Einstein
said about relativity is worthy?  I mean, if Einstein said it, there's a
good chance that it was right (at least at the time).

>As for the courts, the
>method scientists use can be applied. I need not agree with the court
>by default because of a 'good record.'

You need not agree with them all of the time, but you would certainly think
that their decisions would be good evidence in favor of some point.

>>What?  But you said you didn't agree with the court because they ""allowed
>>Congress to attempt to make an amendment prohibiting flag burning.""  If
>>you don't realize that something like this is external to the realm of
>>the court's power, then how can I be confident that you know *anything*
>>about the court's powers?  I mean, if you don't know how the court works,
>>how can you participate in a discussion of the court?
>A judge can go to speak before Congress. And still you ignore the
>abortion gag rule, as you make your claims on abortion.

No, I think that it would be clearly inappropriate for a Supreme Court
Justice to testify before Congress during the consideration of a
Constitutional Amendment.

And, in order for the Court to rule on something, a case usually must be
presented.

>>Mushrooms, flowers, trees, buildings, signs, whatever...  the analogy is
>>the same.  Just because something that I might find offensive is present
>>doesn't mean that my rights are being violated.
>We are talking about something put there by people, Keith...not
>a mushroom. No one caused that mushroom to exist, unless you're
>finding things offensive in a mushroom farm.

Yes, some mushrooms can be planted.  And, I don't appreciate mushrooms on
my pizza, either.

>This is not the case
>with the motto. And you're ignoring the harassment which is the
>only known result of the motto, and you're ignoring that somewhere
>along the line people were forced to put the motto there.

Who was forced to put the motto there?  What do you mean?

keith
"	alt.atheism	0
